"","tournamentType","tournament","location","date","outdoor","surface","priceMoneyTotal","round","rankOpponent","opponent","opponentLink","win","score","eventPoints","rank","priceMoney"
"1356","ATP World Tour","Halle","Halle, Germany","2003.06.09 - 2003.06.15","O","Grass","$775,000","Quarter-Finals","24","Younes El Aynaoui","/en/players/younes-el-aynaoui/e121/","W","75 763","225","5","$113,000"
"1357","ATP World Tour","Halle","Halle, Germany","2003.06.09 - 2003.06.15","O","Grass","$775,000","Round of 16","62","Fernando Vicente","/en/players/fernando-vicente/v195/","W","46 62 61","225","5","$113,000"
"1358","ATP World Tour","Halle","Halle, Germany","2003.06.09 - 2003.06.15","O","Grass","$775,000","Round of 32","61","Sargis Sargsian","/en/players/sargis-sargsian/s545/","W","75 61","225","5","$113,000"
"1359","Grand Slam","Roland Garros","Paris, France","2003.05.26 - 2003.06.08","O","Clay","$7,202,717","Round of 128","88","Luis Horna","/en/players/luis-horna/h390/","L","676 26 673","5","5","$14,790"
"1360","ATP Masters 1000","ATP Masters 1000 Hamburg","Hamburg, Germany","2003.05.12 - 2003.05.18","O","Clay","$2,200,000","Round of 16","67","Mark Philippoussis","/en/players/mark-philippoussis/p338/","L","36 62 36","75","5","$27,000"
"1361","ATP Masters 1000","ATP Masters 1000 Hamburg","Hamburg, Germany","2003.05.12 - 2003.05.18","O","Clay","$2,200,000","Round of 32","72","Sargis Sargsian","/en/players/sargis-sargsian/s545/","W","61 61","75","5","$27,000"
"1362","ATP Masters 1000","ATP Masters 1000 Hamburg","Hamburg, Germany","2003.05.12 - 2003.05.18","O","Clay","$2,200,000","Round of 64","28","Max Mirnyi","/en/players/max-mirnyi/m595/","W","63 63","75","5","$27,000"
"1363","ATP Masters 1000","ATP Masters 1000 Rome","Rome, Italy","2003.05.05 - 2003.05.11","O","Clay","$2,200,000","Finals","47","Felix Mantilla","/en/players/felix-mantilla/m535/","L","57 26 678","350","5","$200,000"
"1364","ATP Masters 1000","ATP Masters 1000 Rome","Rome, Italy","2003.05.05 - 2003.05.11","O","Clay","$2,200,000","Semi-Finals","3","Juan Carlos Ferrero","/en/players/juan-carlos-ferrero/f316/","W","64 42 (RET)","350","5","$200,000"
"1365","ATP Masters 1000","ATP Masters 1000 Rome","Rome, Italy","2003.05.05 - 2003.05.11","O","Clay","$2,200,000","Quarter-Finals","100","Filippo Volandri","/en/players/filippo-volandri/v254/","W","63 57 62","350","5","$200,000"
"1366","ATP Masters 1000","ATP Masters 1000 Rome","Rome, Italy","2003.05.05 - 2003.05.11","O","Clay","$2,200,000","Round of 16","19","Tommy Robredo","/en/players/tommy-robredo/r419/","W","61 61","350","5","$200,000"
"1367","ATP Masters 1000","ATP Masters 1000 Rome","Rome, Italy","2003.05.05 - 2003.05.11","O","Clay","$2,200,000","Round of 32","39","Mariano Zabaleta","/en/players/mariano-zabaleta/z073/","W","764 62","350","5","$200,000"
"1368","ATP Masters 1000","ATP Masters 1000 Rome","Rome, Italy","2003.05.05 - 2003.05.11","O","Clay","$2,200,000","Round of 64","43","Paul-Henri Mathieu","/en/players/paul-henri-mathieu/m850/","W","63 75","350","5","$200,000"
"1369","ATP World Tour","Munich","Munich, Germany","2003.04.28 - 2003.05.04","O","Clay","$355,000","Finals","35","Jarkko Nieminen","/en/players/jarkko-nieminen/n289/","W","61 64","175","5","$52,000"
"1370","ATP World Tour","Munich","Munich, Germany","2003.04.28 - 2003.05.04","O","Clay","$355,000","Semi-Finals","63","Stefan Koubek","/en/players/stefan-koubek/k310/","W","62 61","175","5","$52,000"
"1371","ATP World Tour","Munich","Munich, Germany","2003.04.28 - 2003.05.04","O","Clay","$355,000","Quarter-Finals","30","Mikhail Youzhny","/en/players/mikhail-youzhny/y061/","W","62 63","175","5","$52,000"
"1372","ATP World Tour","Munich","Munich, Germany","2003.04.28 - 2003.05.04","O","Clay","$355,000","Round of 16","66","Raemon Sluiter","/en/players/raemon-sluiter/s693/","W","64 63","175","5","$52,000"
"1373","ATP World Tour","Munich","Munich, Germany","2003.04.28 - 2003.05.04","O","Clay","$355,000","Round of 32","103","Zeljko Krajan","/en/players/zeljko-krajan/k313/","W","64 63","175","5","$52,000"
"1374","ITF","FRA v SUI WG Qtrs","Toulouse","2003.03.31 - 2003.04.06","I","Hard","","Round Robin","51","Fabrice Santoro","/en/players/fabrice-santoro/s424/","W","61 60 62","0","5","$0"
"1375","ITF","FRA v SUI WG Qtrs","Toulouse","2003.03.31 - 2003.04.06","I","Hard","","Round Robin","62","Nicolas Escude","/en/players/nicolas-escude/e140/","W","64 75 62","0","5","$0"
"1376","ATP Masters 1000","ATP Masters 1000 Miami","Miami, FL, U.S.A.","2003.03.17 - 2003.03.30","O","Hard","$3,000,000","Quarter-Finals","9","Albert Costa","/en/players/albert-costa/c378/","L","674 64 677","125","4","$66,500"
"1377","ATP Masters 1000","ATP Masters 1000 Miami","Miami, FL, U.S.A.","2003.03.17 - 2003.03.30","O","Hard","$3,000,000","Round of 16","14","Sjeng Schalken","/en/players/sjeng-schalken/s572/","W","63 62","125","4","$66,500"
"1378","ATP Masters 1000","ATP Masters 1000 Miami","Miami, FL, U.S.A.","2003.03.17 - 2003.03.30","O","Hard","$3,000,000","Round of 32","33","Juan Ignacio Chela","/en/players/juan-ignacio-chela/c514/","W","61 36 61","125","4","$66,500"
"1379","ATP Masters 1000","ATP Masters 1000 Miami","Miami, FL, U.S.A.","2003.03.17 - 2003.03.30","O","Hard","$3,000,000","Round of 64","82","Luis Horna","/en/players/luis-horna/h390/","W","62 75","125","4","$66,500"
"1380","ATP Masters 1000","ATP Masters 1000 Miami","Miami, FL, U.S.A.","2003.03.17 - 2003.03.30","O","Hard","$3,000,000","Round of 128",NA,"Bye",NA,"","","125","4","$66,500"
"1381","ATP Masters 1000","ATP Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.","2003.03.10 - 2003.03.16","O","Hard","$2,200,000","Round of 32","24","Gustavo Kuerten","/en/players/gustavo-kuerten/k293/","L","57 673","35","4","$15,000"
"1382","ATP Masters 1000","ATP Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.","2003.03.10 - 2003.03.16","O","Hard","$2,200,000","Round of 64","46","Felix Mantilla","/en/players/felix-mantilla/m535/","W","674 64 41 (RET)","35","4","$15,000"
"1383","ATP World Tour","Dubai","Dubai, U.A.E.","2003.02.24 - 2003.03.02","O","Hard","$975,000","Finals","10","Jiri Novak","/en/players/jiri-novak/n254/","W","61 762","300","5","$187,500"
"1384","ATP World Tour","Dubai","Dubai, U.A.E.","2003.02.24 - 2003.03.02","O","Hard","$975,000","Semi-Finals","60","Ivan Ljubicic","/en/players/ivan-ljubicic/l360/","W","63 62","300","5","$187,500"
"1385","ATP World Tour","Dubai","Dubai, U.A.E.","2003.02.24 - 2003.03.02","O","Hard","$975,000","Quarter-Finals","113","Hicham Arazi","/en/players/hicham-arazi/a226/","W","75 63","300","5","$187,500"
"1386","ATP World Tour","Dubai","Dubai, U.A.E.","2003.02.24 - 2003.03.02","O","Hard","$975,000","Round of 16","217","Maximilian Abel","/en/players/maximilian-abel/a391/","W","64 75","300","5","$187,500"
"1387","ATP World Tour","Dubai","Dubai, U.A.E.","2003.02.24 - 2003.03.02","O","Hard","$975,000","Round of 32","103","Irakli Labadze","/en/players/irakli-labadze/l439/","W","63 63","300","5","$187,500"
"1388","ATP World Tour","Rotterdam","Rotterdam, Netherlands","2003.02.17 - 2003.02.23","I","Hard","$800,000","Semi-Finals","46","Max Mirnyi","/en/players/max-mirnyi/m595/","L","75 36 46","110","5","$42,700"
"1389","ATP World Tour","Rotterdam","Rotterdam, Netherlands","2003.02.17 - 2003.02.23","I","Hard","$800,000","Quarter-Finals","19","Sjeng Schalken","/en/players/sjeng-schalken/s572/","W","62 64","110","5","$42,700"
"1390","ATP World Tour","Rotterdam","Rotterdam, Netherlands","2003.02.17 - 2003.02.23","I","Hard","$800,000","Round of 16","32","Fabrice Santoro","/en/players/fabrice-santoro/s424/","W","60 64","110","5","$42,700"
"1391","ATP World Tour","Rotterdam","Rotterdam, Netherlands","2003.02.17 - 2003.02.23","I","Hard","$800,000","Round of 32","71","Thomas Enqvist","/en/players/thomas-enqvist/e113/","W","36 63 64","110","5","$42,700"
"1392","ATP World Tour","Marseille","Marseille, France","2003.02.10 - 2003.02.16","I","Hard","$475,000","Finals","86","Jonas Bjorkman","/en/players/jonas-bjorkman/b446/","W","62 766","175","6","$69,200"
"1393","ATP World Tour","Marseille","Marseille, France","2003.02.10 - 2003.02.16","I","Hard","$475,000","Semi-Finals","62","Karol Kucera","/en/players/karol-kucera/k237/","W","765 63","175","6","$69,200"
"1394","ATP World Tour","Marseille","Marseille, France","2003.02.10 - 2003.02.16","I","Hard","$475,000","Quarter-Finals","78","Raemon Sluiter","/en/players/raemon-sluiter/s693/","W","64 46 64","175","6","$69,200"
"1395","ATP World Tour","Marseille","Marseille, France","2003.02.10 - 2003.02.16","I","Hard","$475,000","Round of 16","35","Jarkko Nieminen","/en/players/jarkko-nieminen/n289/","W","63 63","175","6","$69,200"
"1396","ATP World Tour","Marseille","Marseille, France","2003.02.10 - 2003.02.16","I","Hard","$475,000","Round of 32","52","Ivan Ljubicic","/en/players/ivan-ljubicic/l360/","W","763 (RET)","175","6","$69,200"
"1397","ITF","NED v. SUI WG 1st RD","The Netherlands","2003.02.03 - 2003.02.09","I","Carpet","","Round Robin","19","Sjeng Schalken","/en/players/sjeng-schalken/s572/","W","762 64 75","0","6","$0"
"1398","ITF","NED v. SUI WG 1st RD","The Netherlands","2003.02.03 - 2003.02.09","I","Carpet","","Round Robin","77","Raemon Sluiter","/en/players/raemon-sluiter/s693/","W","62 61 63","0","6","$0"
"1399","Grand Slam","Australian Open","Melbourne, Australia","2003.01.13 - 2003.01.26","O","Hard","$4,861,502","Round of 16","12","David Nalbandian","/en/players/david-nalbandian/n301/","L","46 63 16 61 36","150","6","$41,068"
"1400","Grand Slam","Australian Open","Melbourne, Australia","2003.01.13 - 2003.01.26","O","Hard","$4,861,502","Round of 32","145","Andreas Vinciguerra","/en/players/andreas-vinciguerra/v250/","W","63 64 62","150","6","$41,068"
"1401","Grand Slam","Australian Open","Melbourne, Australia","2003.01.13 - 2003.01.26","O","Hard","$4,861,502","Round of 64","76","Lars Burgsmuller","/en/players/lars-burgsmuller/b484/","W","63 60 63","150","6","$41,068"
"1402","Grand Slam","Australian Open","Melbourne, Australia","2003.01.13 - 2003.01.26","O","Hard","$4,861,502","Round of 128","83","Flavio Saretta","/en/players/flavio-saretta/s876/","W","764 75 63","150","6","$41,068"
"1403","ATP World Tour","Sydney","Sydney, Australia","2003.01.06 - 2003.01.12","O","Hard","$322,000","Round of 32","81","Franco Squillari","/en/players/franco-squillari/s568/","L","26 36","5","6","$3,420"
"1404","ATP World Tour","Doha","Doha, Qatar","2002.12.30 - 2003.01.05","O","Hard","$975,000","Quarter-Finals","42","Jan-Michael Gambill","/en/players/jan-michael-gambill/g352/","L","46 57","60","6","$29,000"
"1405","ATP World Tour","Doha","Doha, Qatar","2002.12.30 - 2003.01.05","O","Hard","$975,000","Round of 16","69","Michel Kratochvil","/en/players/michel-kratochvil/k319/","W","64 64","60","6","$29,000"
"1406","ATP World Tour","Doha","Doha, Qatar","2002.12.30 - 2003.01.05","O","Hard","$975,000","Round of 32","139","Andrei Stoliarov","/en/players/andrei-stoliarov/s688/","W","62 674 64","60","6","$29,000"
"1407","Nitto ATP Finals","Tennis Masters Cup","Shanghai, China","2002.11.11 - 2002.11.17","I","Hard","$3,700,000","Semi-Finals","1","Lleyton Hewitt","/en/players/lleyton-hewitt/h432/","L","57 75 57","300","6","$450,000"
"1408","Nitto ATP Finals","Tennis Masters Cup","Shanghai, China","2002.11.11 - 2002.11.17","I","Hard","$3,700,000","Round Robin","14","Thomas Johansson","/en/players/thomas-johansson/j129/","W","63 75","300","6","$450,000"
"1409","Nitto ATP Finals","Tennis Masters Cup","Shanghai, China","2002.11.11 - 2002.11.17","I","Hard","$3,700,000","Round Robin","7","Jiri Novak","/en/players/jiri-novak/n254/","W","60 46 62","300","6","$450,000"
"1410","Nitto ATP Finals","Tennis Masters Cup","Shanghai, China","2002.11.11 - 2002.11.17","I","Hard","$3,700,000","Round Robin","4","Juan Carlos Ferrero","/en/players/juan-carlos-ferrero/f316/","W","63 64","300","6","$450,000"
